Car_id,Date,Engine,Transmission,Color,Price ($),Body Style,Phone
C_CND_010889,1/17/2023,Double Overhead Camshaft,Auto,Black,41000,Sedan,8934261
C_CND_010890,1/17/2023,Double Overhead Camshaft,Auto,Black,26000,Sedan,7104128
C_CND_010891,1/21/2023,Overhead Camshaft,Manual,Black,25251,Hatchback,8981609
C_CND_010892,1/21/2023,Double Overhead Camshaft,Auto,Pale White,53001,Hatchback,8356798
C_CND_010893,1/21/2023,Double Overhead Camshaft,Auto,Red,23001,Hatchback,8541871
C_CND_010894,1/21/2023,Double Overhead Camshaft,Auto,Black,19001,SUV,7076339
C_CND_010895,1/21/2023,Overhead Camshaft,Manual,Black,42501,Passenger,6440838
C_CND_010896,1/21/2023,Double Overhead Camshaft,Auto,Pale White,21001,Hatchback,8873312
C_CND_010897,1/21/2023,Overhead Camshaft,Manual,Pale White,20001,Hatchback,8603658
C_CND_010898,1/21/2023,Overhead Camshaft,Manual,Black,38000,Hardtop,6128439
C_CND_010899,1/21/2023,Overhead Camshaft,Manual,Black,43500,Hardtop,6057797
C_CND_010900,1/21/2023,Double Overhead Camshaft,Auto,Pale White,22000,Sedan,8341437
C_CND_010901,1/21/2023,Double Overhead Camshaft,Auto,Pale White,25000,Hatchback,7666560
C_CND_010902,1/21/2023,Double Overhead Camshaft,Auto,Black,33000,Hardtop,8185460
C_CND_010903,1/21/2023,Double Overhead Camshaft,Auto,Black,9000,SUV,8531593
C_CND_010904,1/21/2023,Double Overhead Camshaft,Auto,Pale White,53000,Hardtop,7432692
C_CND_010905,1/21/2023,Overhead Camshaft,Manual,Black,36500,Hatchback,6441981
C_CND_010906,1/21/2023,Double Overhead Camshaft,Auto,Black,18000,Sedan,6560473
C_CND_010907,1/21/2023,Overhead Camshaft,Manual,Black,18000,Passenger,7622004
C_CND_010908,1/21/2023,Overhead Camshaft,Manual,Black,21000,SUV,7848272
C_CND_010909,1/21/2023,Double Overhead Camshaft,Auto,Pale White,46000,Hardtop,8621096
C_CND_010910,1/21/2023,Overhead Camshaft,Manual,Red,61000,Sedan,6428631
C_CND_010911,1/21/2023,Double Overhead Camshaft,Auto,Red,41000,SUV,8079568
C_CND_010912,1/21/2023,Double Overhead Camshaft,Auto,Black,23001,Hardtop,6985112
C_CND_010913,1/21/2023,Overhead Camshaft,Manual,Red,26001,Hardtop,6213147
C_CND_010914,1/21/2023,Double Overhead Camshaft,Auto,Black,9001,SUV,8874994
C_CND_010915,1/21/2023,Double Overhead Camshaft,Auto,Pale White,75001,Hatchback,7013962
C_CND_010916,1/21/2023,Overhead Camshaft,Manual,Red,11501,Hatchback,8430251
C_CND_010917,1/21/2023,Double Overhead Camshaft,Auto,Pale White,26001,SUV,7930729
C_CND_010918,1/21/2023,Double Overhead Camshaft,Auto,Red,16450,SUV,7559488
C_CND_010919,1/21/2023,Double Overhead Camshaft,Auto,Black,9000,Hatchback,7308642
C_CND_010920,1/21/2023,Overhead Camshaft,Manual,Black,20000,SUV,6868544
C_CND_010921,1/21/2023,Double Overhead Camshaft,Auto,Black,22000,Hardtop,8929981
C_CND_010922,1/21/2023,Overhead Camshaft,Manual,Black,18000,Passenger,6532217
C_CND_010923,1/21/2023,Double Overhead Camshaft,Auto,Black,26001,Hardtop,6337074
C_CND_010924,1/21/2023,Double Overhead Camshaft,Auto,Pale White,20000,Hatchback,6065240
C_CND_010925,1/21/2023,Double Overhead Camshaft,Auto,Red,31000,Hatchback,8338681
C_CND_010926,1/22/2023,Double Overhead Camshaft,Auto,Black,26001,Hatchback,6947383
C_CND_010927,1/22/2023,Overhead Camshaft,Manual,Black,15401,SUV,7563873
C_CND_010928,1/22/2023,Overhead Camshaft,Manual,Red,24501,Sedan,8631939
C_CND_010929,1/22/2023,Overhead Camshaft,Manual,Red,21001,Hatchback,8206337
C_CND_010930,1/22/2023,Overhead Camshaft,Manual,Pale White,27001,Hatchback,7215408
C_CND_010931,1/22/2023,Double Overhead Camshaft,Auto,Black,18501,Hatchback,6865269
C_CND_010932,1/22/2023,Overhead Camshaft,Manual,Pale White,45001,Hatchback,7709446
C_CND_010933,1/22/2023,Overhead Camshaft,Manual,Pale White,15001,SUV,6122560
C_CND_010934,1/22/2023,Double Overhead Camshaft,Auto,Red,19001,SUV,6911688
C_CND_010935,1/22/2023,Double Overhead Camshaft,Auto,Red,12001,Hatchback,6275044
C_CND_010936,1/22/2023,Double Overhead Camshaft,Auto,Red,19001,Sedan,6671665
C_CND_010937,1/22/2023,Double Overhead Camshaft,Auto,Black,22000,Passenger,7455344
C_CND_010938,1/22/2023,Double Overhead Camshaft,Auto,Black,41000,Sedan,6829798
C_CND_010939,1/22/2023,Double Overhead Camshaft,Auto,Pale White,75000,Hatchback,8355745
C_CND_010940,1/22/2023,Overhead Camshaft,Manual,Red,14000,Passenger,6912962
C_CND_010941,1/22/2023,Overhead Camshaft,Manual,Black,22000,Hatchback,8658330
C_CND_010942,1/22/2023,Double Overhead Camshaft,Auto,Red,19000,Passenger,7204333
C_CND_010943,1/22/2023,Overhead Camshaft,Manual,Pale White,24000,SUV,8257151
C_CND_010944,1/22/2023,Overhead Camshaft,Manual,Pale White,17000,Sedan,6651693
C_CND_010945,1/22/2023,Double Overhead Camshaft,Auto,Black,27500,Hardtop,7329833
C_CND_010946,1/22/2023,Double Overhead Camshaft,Auto,Black,60000,Hatchback,6844759
C_CND_010947,1/22/2023,Double Overhead Camshaft,Auto,Black,16000,Sedan,6567179
C_CND_010948,1/22/2023,Double Overhead Camshaft,Auto,Red,15000,Sedan,6991180
C_CND_010949,1/22/2023,Overhead Camshaft,Manual,Pale White,24000,Hatchback,8770053
C_CND_010950,1/22/2023,Overhead Camshaft,Manual,Pale White,41000,Hatchback,7100955
C_CND_010951,1/22/2023,Overhead Camshaft,Manual,Pale White,13000,Hatchback,8775789
C_CND_010952,1/22/2023,Overhead Camshaft,Manual,Red,20000,Sedan,8398488
C_CND_010953,1/22/2023,Overhead Camshaft,Manual,Pale White,14000,Hatchback,8040026
C_CND_010954,1/22/2023,Double Overhead Camshaft,Auto,Pale White,19000,Sedan,8857791
C_CND_010955,1/22/2023,Overhead Camshaft,Manual,Black,43000,Hatchback,7594425
C_CND_010956,1/22/2023,Double Overhead Camshaft,Auto,Black,16000,Passenger,6001899
C_CND_010957,1/22/2023,Double Overhead Camshaft,Auto,Black,21000,Hardtop,7044930
C_CND_010958,1/22/2023,Double Overhead Camshaft,Auto,Black,33000,Hatchback,6670403
C_CND_010959,1/22/2023,Double Overhead Camshaft,Auto,Pale White,38001,Hardtop,8846658
C_CND_010960,1/22/2023,Double Overhead Camshaft,Auto,Pale White,26000,Passenger,7490178
C_CND_010961,1/22/2023,Double Overhead Camshaft,Auto,Red,31001,Hardtop,7523809
C_CND_010962,1/22/2023,Double Overhead Camshaft,Auto,Black,31000,Sedan,7405298
C_CND_010963,1/22/2023,Overhead Camshaft,Manual,Black,69000,Sedan,7953170
C_CND_010964,1/22/2023,Overhead Camshaft,Manual,Red,25000,Sedan,6946931
C_CND_010965,1/22/2023,Overhead Camshaft,Manual,Black,18000,Passenger,8802546
C_CND_010966,1/22/2023,Overhead Camshaft,Manual,Black,18501,Passenger,6604841
C_CND_010967,1/22/2023,Overhead Camshaft,Manual,Red,22001,Hardtop,6288744
C_CND_010968,1/22/2023,Double Overhead Camshaft,Auto,Black,19000,Passenger,7840350
C_CND_010969,1/22/2023,Overhead Camshaft,Manual,Pale White,41001,Hardtop,8900600
C_CND_010970,1/22/2023,Double Overhead Camshaft,Auto,Pale White,27000,Sedan,6924054
C_CND_010971,1/22/2023,Overhead Camshaft,Manual,Pale White,26000,Passenger,6282589
C_CND_010972,1/22/2023,Double Overhead Camshaft,Auto,Pale White,22000,Sedan,8170725
C_CND_010973,1/22/2023,Overhead Camshaft,Manual,Red,34000,Sedan,6247182
C_CND_010974,1/22/2023,Double Overhead Camshaft,Auto,Red,41000,Hatchback,6312824
C_CND_010975,1/22/2023,Overhead Camshaft,Manual,Pale White,17000,Sedan,8635209
C_CND_010976,1/22/2023,Double Overhead Camshaft,Auto,Red,19000,SUV,7621604
C_CND_010977,1/22/2023,Double Overhead Camshaft,Auto,Pale White,75501,Hardtop,7832347
C_CND_010978,1/22/2023,Overhead Camshaft,Manual,Pale White,33501,Sedan,7785883
C_CND_010979,1/22/2023,Double Overhead Camshaft,Auto,Pale White,12001,Hatchback,6974986
C_CND_010980,1/22/2023,Double Overhead Camshaft,Auto,Pale White,18001,SUV,8333203
C_CND_010981,1/23/2023,Overhead Camshaft,Manual,Pale White,23800,Hatchback,7934015
C_CND_010982,1/23/2023,Double Overhead Camshaft,Auto,Black,31000,SUV,7049548
C_CND_010983,1/23/2023,Double Overhead Camshaft,Auto,Pale White,31000,SUV,6042122
C_CND_010984,1/23/2023,Double Overhead Camshaft,Auto,Pale White,53000,Hatchback,7090481
C_CND_010985,1/23/2023,Overhead Camshaft,Manual,Red,17000,Sedan,6747458
C_CND_010986,1/23/2023,Overhead Camshaft,Manual,Black,16000,SUV,8012478
C_CND_010987,1/23/2023,Overhead Camshaft,Manual,Red,21500,Sedan,6352784
C_CND_010988,1/23/2023,Overhead Camshaft,Manual,Red,21500,Sedan,6935352
C_CND_010989,1/23/2023,Double Overhead Camshaft,Auto,Red,19000,Hardtop,6321512
C_CND_010990,1/23/2023,Overhead Camshaft,Manual,Red,17000,SUV,7190995
C_CND_010991,1/23/2023,Overhead Camshaft,Manual,Black,12000,Passenger,7764989
C_CND_010992,1/23/2023,Double Overhead Camshaft,Auto,Pale White,42000,Sedan,6832150
C_CND_010993,1/23/2023,Overhead Camshaft,Manual,Red,12000,Passenger,7501452
C_CND_010994,1/23/2023,Double Overhead Camshaft,Auto,Black,27001,Hardtop,8818486
C_CND_010995,1/23/2023,Double Overhead Camshaft,Auto,Red,24000,Hatchback,6960226
C_CND_010996,1/23/2023,Double Overhead Camshaft,Auto,Black,26001,Sedan,6273596
C_CND_010997,1/23/2023,Overhead Camshaft,Manual,Pale White,26001,Hardtop,6702884
C_CND_010998,1/23/2023,Overhead Camshaft,Manual,Black,22501,SUV,7223279
C_CND_010999,1/23/2023,Overhead Camshaft,Manual,Red,12501,Hatchback,7947115
C_CND_011000,1/23/2023,Double Overhead Camshaft,Auto,Black,45001,Passenger,6676126
C_CND_011001,1/24/2023,Double Overhead Camshaft,Auto,Red,15000,Hatchback,7179124
C_CND_011002,1/24/2023,Overhead Camshaft,Manual,Red,37000,Passenger,6428145
C_CND_011003,1/24/2023,Double Overhead Camshaft,Auto,Pale White,21000,Hatchback,7021178
C_CND_011004,1/24/2023,Overhead Camshaft,Manual,Black,69001,SUV,6053976
C_CND_011005,1/24/2023,Overhead Camshaft,Manual,Pale White,14001,Passenger,8334670
C_CND_011006,1/25/2023,Overhead Camshaft,Manual,Pale White,16000,Hatchback,7107065
C_CND_011007,1/25/2023,Overhead Camshaft,Manual,Black,44000,Passenger,6890416
C_CND_011008,1/25/2023,Overhead Camshaft,Manual,Red,20000,Hatchback,8222570
C_CND_011009,1/25/2023,Double Overhead Camshaft,Auto,Pale White,42000,SUV,8813541
C_CND_011010,1/25/2023,Double Overhead Camshaft,Auto,Black,12001,Hatchback,6030327
C_CND_011011,1/25/2023,Double Overhead Camshaft,Auto,Black,22501,Passenger,6645355
C_CND_011012,1/25/2023,Overhead Camshaft,Manual,Pale White,20000,Hatchback,7953106
C_CND_011013,1/25/2023,Overhead Camshaft,Manual,Black,10100,SUV,7445691
C_CND_011014,1/25/2023,Double Overhead Camshaft,Auto,Black,21000,SUV,7129419
C_CND_011015,1/25/2023,Overhead Camshaft,Manual,Red,26000,Hardtop,7808855
C_CND_011016,1/25/2023,Overhead Camshaft,Manual,Red,13000,Passenger,7009406
C_CND_011017,1/25/2023,Overhead Camshaft,Manual,Black,18500,SUV,6656350
C_CND_011018,1/25/2023,Double Overhead Camshaft,Auto,Black,39000,Passenger,6875152
C_CND_011019,1/25/2023,Overhead Camshaft,Manual,Black,19501,SUV,7580019
C_CND_011020,1/25/2023,Double Overhead Camshaft,Auto,Black,26001,Hatchback,7533990
C_CND_011021,1/25/2023,Overhead Camshaft,Manual,Black,43001,Sedan,6961396
C_CND_011022,1/25/2023,Overhead Camshaft,Manual,Pale White,54001,Sedan,6659482
C_CND_011023,1/25/2023,Double Overhead Camshaft,Auto,Red,22001,SUV,6618076
C_CND_011024,1/25/2023,Overhead Camshaft,Manual,Red,71501,SUV,8578371
C_CND_011025,1/25/2023,Double Overhead Camshaft,Auto,Pale White,19001,Passenger,6740357
C_CND_011026,1/25/2023,Double Overhead Camshaft,Auto,Pale White,32500,SUV,8579519
C_CND_011027,1/25/2023,Double Overhead Camshaft,Auto,Black,60000,Sedan,6733291
C_CND_011028,1/25/2023,Overhead Camshaft,Manual,Pale White,17000,Passenger,8623897
C_CND_011029,1/25/2023,Overhead Camshaft,Manual,Pale White,27500,SUV,6143264
C_CND_011030,1/25/2023,Double Overhead Camshaft,Auto,Red,35001,Sedan,8975054
C_CND_011031,1/25/2023,Overhead Camshaft,Manual,Black,34001,Hatchback,8880020
C_CND_011032,1/25/2023,Double Overhead Camshaft,Auto,Red,22001,Hardtop,7225026
C_CND_011033,1/25/2023,Double Overhead Camshaft,Auto,Pale White,26001,Hatchback,8134042
C_CND_011034,1/25/2023,Overhead Camshaft,Manual,Black,18001,Hardtop,7698858
C_CND_011035,1/25/2023,Double Overhead Camshaft,Auto,Red,22000,Hardtop,7205916
C_CND_011036,1/28/2023,Overhead Camshaft,Manual,Black,36001,Hatchback,7003368
C_CND_011037,1/28/2023,Overhead Camshaft,Manual,Pale White,14000,Passenger,6623429
C_CND_011038,1/28/2023,Overhead Camshaft,Manual,Red,71501,SUV,6229717
C_CND_011039,1/28/2023,Double Overhead Camshaft,Auto,Red,19000,SUV,7922856
C_CND_011040,1/28/2023,Overhead Camshaft,Manual,Pale White,13001,Passenger,6054403
C_CND_011041,1/30/2023,Double Overhead Camshaft,Auto,Pale White,42001,Hatchback,8215893
C_CND_011042,1/30/2023,Overhead Camshaft,Manual,Pale White,16001,Hatchback,8245900
C_CND_011043,1/30/2023,Overhead Camshaft,Manual,Red,49001,SUV,8370551
C_CND_011044,1/30/2023,Double Overhead Camshaft,Auto,Pale White,19001,Sedan,8458888
C_CND_011045,1/30/2023,Double Overhead Camshaft,Auto,Black,16001,Sedan,6404473
C_CND_011046,1/30/2023,Overhead Camshaft,Manual,Red,43000,Sedan,8238766
C_CND_011047,1/30/2023,Overhead Camshaft,Manual,Black,21000,Hatchback,7586737
C_CND_011048,1/30/2023,Double Overhead Camshaft,Auto,Pale White,42000,Passenger,7999190
C_CND_011049,1/30/2023,Double Overhead Camshaft,Auto,Black,22000,Hatchback,7490974
C_CND_011050,1/30/2023,Double Overhead Camshaft,Auto,Red,15100,Passenger,7556047
C_CND_011051,1/30/2023,Overhead Camshaft,Manual,Red,29000,SUV,8249316
C_CND_011052,1/30/2023,Overhead Camshaft,Manual,Pale White,13000,Passenger,8228952
C_CND_011053,1/30/2023,Overhead Camshaft,Manual,Black,42000,Passenger,6462904
C_CND_011054,1/30/2023,Overhead Camshaft,Manual,Black,69000,Sedan,7438225
C_CND_011055,1/30/2023,Overhead Camshaft,Manual,Pale White,14000,Sedan,8212230
C_CND_011056,1/30/2023,Overhead Camshaft,Manual,Pale White,57000,Passenger,6012675
C_CND_011057,1/30/2023,Overhead Camshaft,Manual,Pale White,13000,SUV,8552140
C_CND_011058,1/30/2023,Double Overhead Camshaft,Auto,Red,16000,Hatchback,7622873
C_CND_011059,1/30/2023,Overhead Camshaft,Manual,Red,25000,SUV,7691000
C_CND_011060,1/30/2023,Double Overhead Camshaft,Auto,Black,21000,Hatchback,8624939
C_CND_011061,1/30/2023,Double Overhead Camshaft,Auto,Pale White,17500,Sedan,6640463
C_CND_011062,1/30/2023,Double Overhead Camshaft,Auto,Pale White,75000,Hardtop,8422939
C_CND_011063,1/30/2023,Overhead Camshaft,Manual,Pale White,24000,Hatchback,7919803
C_CND_011064,1/30/2023,Double Overhead Camshaft,Auto,Pale White,19000,Passenger,7299780
C_CND_011065,1/30/2023,Overhead Camshaft,Manual,Pale White,20000,Passenger,7589230
C_CND_011066,1/30/2023,Double Overhead Camshaft,Auto,Red,12000,Passenger,6457368
C_CND_011067,1/30/2023,Overhead Camshaft,Manual,Red,22000,SUV,6369761
C_CND_011068,1/30/2023,Double Overhead Camshaft,Auto,Red,22000,Hardtop,8360245
C_CND_011069,1/30/2023,Double Overhead Camshaft,Auto,Pale White,21000,Hardtop,8253043
C_CND_011070,1/30/2023,Double Overhead Camshaft,Auto,Red,19000,Passenger,7041445
C_CND_011071,1/30/2023,Overhead Camshaft,Manual,Pale White,28000,SUV,7442164
C_CND_011072,1/30/2023,Double Overhead Camshaft,Auto,Pale White,12000,Passenger,8227560
C_CND_011073,1/30/2023,Overhead Camshaft,Manual,Pale White,14000,Sedan,8821461
C_CND_011074,1/30/2023,Overhead Camshaft,Manual,Black,19001,Hardtop,7810749
C_CND_011075,1/30/2023,Double Overhead Camshaft,Auto,Black,12000,Hatchback,7292223
C_CND_011076,1/30/2023,Double Overhead Camshaft,Auto,Pale White,32001,Hardtop,8411537
C_CND_011077,1/30/2023,Double Overhead Camshaft,Auto,Black,21100,Hatchback,6562507
C_CND_011078,1/30/2023,Double Overhead Camshaft,Auto,Pale White,19000,SUV,6784230
C_CND_011079,1/30/2023,Overhead Camshaft,Manual,Black,19000,SUV,7627018
C_CND_011080,1/30/2023,Overhead Camshaft,Manual,Black,85000,SUV,6701403
C_CND_011081,1/30/2023,Double Overhead Camshaft,Auto,Pale White,21500,Hardtop,6397924
C_CND_011082,1/30/2023,Overhead Camshaft,Manual,Pale White,12001,Hatchback,7735383
C_CND_011083,1/30/2023,Double Overhead Camshaft,Auto,Red,35001,Sedan,6244749
C_CND_011084,1/30/2023,Double Overhead Camshaft,Auto,Black,22001,Sedan,7361796
C_CND_011085,1/30/2023,Overhead Camshaft,Manual,Pale White,13001,Hardtop,7998682
C_CND_011086,1/30/2023,Overhead Camshaft,Manual,Pale White,13001,Hatchback,6978869
C_CND_011087,1/30/2023,Double Overhead Camshaft,Auto,Pale White,62001,Hatchback,7435708
C_CND_011088,1/30/2023,Double Overhead Camshaft,Auto,Pale White,19501,Passenger,7090969
C_CND_011089,1/30/2023,Overhead Camshaft,Manual,Pale White,26001,Passenger,7043024
C_CND_011090,1/30/2023,Double Overhead Camshaft,Auto,Black,18001,Sedan,8779244
C_CND_011091,1/31/2023,Overhead Camshaft,Manual,Red,31500,SUV,6091928
C_CND_011092,1/31/2023,Double Overhead Camshaft,Auto,Pale White,46400,Hatchback,6987502
C_CND_011093,1/31/2023,Double Overhead Camshaft,Auto,Black,9000,SUV,8522865
C_CND_011094,1/31/2023,Double Overhead Camshaft,Auto,Red,15000,Hatchback,6118109
C_CND_011095,1/31/2023,Double Overhead Camshaft,Auto,Black,16000,Passenger,8310983
C_CND_011096,1/31/2023,Overhead Camshaft,Manual,Pale White,26150,Sedan,8674690
C_CND_011097,1/31/2023,Overhead Camshaft,Manual,Pale White,28000,SUV,6923596
C_CND_011098,1/31/2023,Double Overhead Camshaft,Auto,Black,9000,SUV,6939548
C_CND_011099,1/31/2023,Overhead Camshaft,Manual,Pale White,14000,Hatchback,7756510
C_CND_011100,1/31/2023,Double Overhead Camshaft,Auto,Black,19000,SUV,7305186
C_CND_011101,1/31/2023,Overhead Camshaft,Manual,Black,17000,Hatchback,7062606
C_CND_011102,1/31/2023,Double Overhead Camshaft,Auto,Black,26000,Hatchback,6945486
C_CND_011103,1/31/2023,Overhead Camshaft,Manual,Black,21500,SUV,6739138
C_CND_011104,1/31/2023,Double Overhead Camshaft,Auto,Black,45000,Hardtop,6642845
C_CND_011105,1/31/2023,Double Overhead Camshaft,Auto,Black,27000,Hardtop,8455224
C_CND_011106,1/31/2023,Double Overhead Camshaft,Auto,Pale White,20000,Hatchback,7070595
C_CND_011107,1/31/2023,Overhead Camshaft,Manual,Pale White,14000,SUV,6267692
C_CND_011108,1/31/2023,Double Overhead Camshaft,Auto,Pale White,51000,Sedan,6131219
C_CND_011109,1/31/2023,Double Overhead Camshaft,Auto,Red,19000,Hatchback,8316399
C_CND_011110,1/31/2023,Overhead Camshaft,Manual,Black,22001,Hardtop,8582611
C_CND_011111,1/31/2023,Double Overhead Camshaft,Auto,Pale White,42001,Hardtop,8222234
C_CND_011112,1/31/2023,Overhead Camshaft,Manual,Pale White,26001,Hardtop,8960381
C_CND_011113,1/31/2023,Double Overhead Camshaft,Auto,Pale White,19000,Passenger,8368213
C_CND_011114,1/31/2023,Double Overhead Camshaft,Auto,Black,61001,Hardtop,8678195
C_CND_011115,1/31/2023,Overhead Camshaft,Manual,Red,24000,Hardtop,7178245
C_CND_011116,1/31/2023,Overhead Camshaft,Manual,Pale White,12001,Hatchback,7297584
C_CND_011117,1/31/2023,Overhead Camshaft,Manual,Black,10001,Passenger,8676556
C_CND_011118,1/31/2023,Overhead Camshaft,Manual,Red,34501,Sedan,7241921
C_CND_011119,1/31/2023,Double Overhead Camshaft,Auto,Red,31001,Hatchback,6177821
C_CND_011120,1/31/2023,Overhead Camshaft,Manual,Pale White,12000,Hardtop,7607947
C_CND_011121,2/1/2023,Overhead Camshaft,Manual,Pale White,21500,Sedan,8078781
C_CND_011122,2/1/2023,Overhead Camshaft,Manual,Black,42000,Passenger,8682821
C_CND_011123,2/1/2023,Overhead Camshaft,Manual,Pale White,15500,SUV,8600125
C_CND_011124,2/1/2023,Double Overhead Camshaft,Auto,Pale White,17001,Hardtop,6813678
C_CND_011125,2/1/2023,Double Overhead Camshaft,Auto,Pale White,31000,Sedan,8077674
C_CND_011126,2/1/2023,Double Overhead Camshaft,Auto,Red,19000,SUV,7989759
C_CND_011127,2/1/2023,Double Overhead Camshaft,Auto,Black,18000,Sedan,7058862
C_CND_011128,2/1/2023,Double Overhead Camshaft,Auto,Black,19090,SUV,8464256
C_CND_011129,2/1/2023,Overhead Camshaft,Manual,Black,15001,SUV,8430804
C_CND_011130,2/1/2023,Double Overhead Camshaft,Auto,Red,31001,Hatchback,7415019
C_CND_011131,2/2/2023,Overhead Camshaft,Manual,Pale White,12000,Hatchback,7803126
C_CND_011132,2/2/2023,Overhead Camshaft,Manual,Pale White,17000,Passenger,6051834
C_CND_011133,2/2/2023,Double Overhead Camshaft,Auto,Pale White,46600,Hatchback,6387723
C_CND_011134,2/2/2023,Overhead Camshaft,Manual,Black,17000,Hatchback,8801613
C_CND_011135,2/2/2023,Overhead Camshaft,Manual,Black,38000,Hatchback,7619932
C_CND_011136,2/2/2023,Overhead Camshaft,Manual,Red,22000,Hardtop,6503574
C_CND_011137,2/2/2023,Double Overhead Camshaft,Auto,Pale White,22000,SUV,8602117
C_CND_011138,2/2/2023,Overhead Camshaft,Manual,Red,17000,Sedan,8112116
C_CND_011139,2/2/2023,Overhead Camshaft,Manual,Black,36000,Hatchback,6339835
C_CND_011140,2/2/2023,Double Overhead Camshaft,Auto,Black,18500,Sedan,7266938
C_CND_011141,2/2/2023,Overhead Camshaft,Manual,Pale White,13000,Hatchback,6942304
C_CND_011142,2/2/2023,Overhead Camshaft,Manual,Black,16000,Hardtop,7155245
C_CND_011143,2/2/2023,Double Overhead Camshaft,Auto,Pale White,32300,Hatchback,6342390
C_CND_011144,2/2/2023,Double Overhead Camshaft,Auto,Red,29000,Sedan,8960740
C_CND_011145,2/2/2023,Overhead Camshaft,Manual,Black,22800,SUV,6232902
C_CND_011146,2/2/2023,Double Overhead Camshaft,Auto,Black,60000,Hatchback,7295180
C_CND_011147,2/2/2023,Double Overhead Camshaft,Auto,Pale White,46000,Passenger,6966854
C_CND_011148,2/2/2023,Double Overhead Camshaft,Auto,Black,60000,Sedan,8275034
C_CND_011149,2/2/2023,Double Overhead Camshaft,Auto,Pale White,18001,Hatchback,8101198
C_CND_011150,2/2/2023,Double Overhead Camshaft,Auto,Red,20001,SUV,7212161
C_CND_011151,2/2/2023,Overhead Camshaft,Manual,Pale White,17001,Sedan,7448774
C_CND_011152,2/2/2023,Double Overhead Camshaft,Auto,Black,22751,Hatchback,8706011
C_CND_011153,2/2/2023,Overhead Camshaft,Manual,Pale White,14001,Hatchback,8340761
C_CND_011154,2/2/2023,Double Overhead Camshaft,Auto,Black,19001,SUV,6087258
C_CND_011155,2/2/2023,Overhead Camshaft,Manual,Pale White,22001,SUV,7580171
C_CND_011156,2/3/2023,Overhead Camshaft,Manual,Black,15000,SUV,8662685
C_CND_011157,2/3/2023,Overhead Camshaft,Manual,Black,18000,Passenger,6501733
C_CND_011158,2/3/2023,Double Overhead Camshaft,Auto,Red,23000,SUV,8694295
C_CND_011159,2/3/2023,Double Overhead Camshaft,Auto,Pale White,25101,SUV,7176450
C_CND_011160,2/3/2023,Double Overhead Camshaft,Auto,Pale White,45601,SUV,6698848
C_CND_011161,2/4/2023,Double Overhead Camshaft,Auto,Black,28000,Hatchback,7199505
C_CND_011162,2/4/2023,Overhead Camshaft,Manual,Black,16000,Hatchback,7571738
C_CND_011163,2/4/2023,Overhead Camshaft,Manual,Red,43500,Hatchback,6976215
C_CND_011164,2/4/2023,Overhead Camshaft,Manual,Black,21000,SUV,7192010
C_CND_011165,2/4/2023,Double Overhead Camshaft,Auto,Red,25000,Hardtop,7896232
C_CND_011166,2/4/2023,Overhead Camshaft,Manual,Red,61000,Sedan,8795447
C_CND_011167,2/4/2023,Double Overhead Camshaft,Auto,Pale White,36000,Passenger,7481430
C_CND_011168,2/4/2023,Double Overhead Camshaft,Auto,Red,19500,Hatchback,8981559
C_CND_011169,2/4/2023,Overhead Camshaft,Manual,Black,19000,Hardtop,8971159
C_CND_011170,2/4/2023,Double Overhead Camshaft,Auto,Pale White,45001,Hardtop,7842549
C_CND_011171,2/4/2023,Double Overhead Camshaft,Auto,Pale White,19000,SUV,6035474
C_CND_011172,2/4/2023,Overhead Camshaft,Manual,Red,45000,Hatchback,8434677
C_CND_011173,2/4/2023,Double Overhead Camshaft,Auto,Red,19001,Hatchback,6695782
C_CND_011174,2/4/2023,Double Overhead Camshaft,Auto,Red,12511,SUV,7496219
C_CND_011175,2/4/2023,Overhead Camshaft,Manual,Black,12801,Sedan,6732926
C_CND_011176,2/5/2023,Double Overhead Camshaft,Auto,Red,12000,SUV,7284953
C_CND_011177,2/5/2023,Overhead Camshaft,Manual,Pale White,41000,Hatchback,6659414
C_CND_011178,2/5/2023,Overhead Camshaft,Manual,Pale White,27000,Hatchback,6331121
C_CND_011179,2/5/2023,Overhead Camshaft,Manual,Black,49000,Hatchback,8729596
C_CND_011180,2/5/2023,Overhead Camshaft,Manual,Black,49000,Hatchback,8442762
C_CND_011181,2/5/2023,Double Overhead Camshaft,Auto,Black,12000,Hatchback,7233994
C_CND_011182,2/5/2023,Double Overhead Camshaft,Auto,Red,15500,Hatchback,6385929
C_CND_011183,2/5/2023,Overhead Camshaft,Manual,Black,18001,SUV,7901677
C_CND_011184,2/5/2023,Overhead Camshaft,Manual,Pale White,27001,Passenger,7630290
C_CND_011185,2/5/2023,Overhead Camshaft,Manual,Red,25001,SUV,6117464
C_CND_011186,2/5/2023,Overhead Camshaft,Manual,Red,26001,SUV,7883660
C_CND_011187,2/5/2023,Overhead Camshaft,Manual,Black,69001,SUV,7276579
C_CND_011188,2/5/2023,Overhead Camshaft,Manual,Pale White,14000,Sedan,7152756
C_CND_011189,2/5/2023,Overhead Camshaft,Manual,Black,36000,Passenger,7535048
C_CND_011190,2/5/2023,Overhead Camshaft,Manual,Red,82000,Passenger,8152104
C_CND_011191,2/5/2023,Double Overhead Camshaft,Auto,Red,41000,SUV,6359226
